image_name,bb_x1,bb_y1,bb_x2,bb_y2,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,score,fold-1,fold-2,fold-3,fold-4,fold-5
AngelmanSlide102.png,184.174,143.971,548.462,671.547,271.201,338.25,448.978,338.259,356.785,414.688,291.008,535.182,423.982,536.23,0.872,val,train,train,train,train
AngelmanSlide103.png,150.609,132.372,538.61,642.57,270.741,344.663,451.863,343.869,370.816,458.888,293.056,526.297,427.997,525.525,0.772,train,train,train,val,train
AngelmanSlide104.png,117.301,89.092,518.055,662.51,273.682,334.383,451.654,341.844,395.216,429.687,307.069,535.052,434.472,539.494,0.772,train,train,val,train,train
AngelmanSlide105.png,167.813,109.911,592.549,688.32,269.518,342.197,461.397,337.404,356.002,392.254,277.254,515.375,463.372,509.78,0.826,train,val,train,train,train
AngelmanSlide106.png,205.193,205.966,594.535,623.91,276.029,367.611,448.919,345.594,352.637,448.09,312.336,525.051,461.003,507.354,0.745,train,train,train,train,val
AngelmanSlide107.png,170.953,109.243,571.596,580.104,268.663,337.633,445.523,335.879,351.245,430.087,301.225,507.376,424.283,505.085,0.727,train,train,train,train,val
AngelmanSlide108.png,167.596,130.087,546.188,626.974,269.273,336.226,449.796,338.386,360.576,423.477,296.822,526.443,419.685,527.387,0.798,train,train,train,val,train
AngelmanSlide109.png,185.826,123.921,577.509,634.931,271.751,339.925,448.62,339.751,345.333,438.314,281.547,503.291,444.16,503.04,0.747,train,train,train,train,val
AngelmanSlide111.png,197.819,121.641,584.053,631.394,267.875,336.433,449.07,346.164,334.916,459.864,273.972,484.378,458.436,493.703,0.81,val,train,train,train,train
AngelmanSlide112.png,210.554,125.864,601.596,660.158,265.106,335.22,450.662,350.648,326.025,494.272,296.026,513.924,462.867,524.72,0.807,train,train,train,val,train
AngelmanSlide113.png,167.897,247.116,537.04,671.307,261.012,396.363,436.706,395.089,347.444,499.01,264.379,537.744,435.899,537.396,0.797,train,val,train,train,train
AngelmanSlide114.png,170.91,127.045,554.033,629.187,266.969,338.916,452.227,339.924,358.126,450.12,285.394,511.65,443.902,511.301,0.767,val,train,train,train,train
AngelmanSlide115.png,159.562,144.328,534.882,631.248,274.387,337.212,446.767,339.74,369.633,414.942,293.449,513.283,429.531,513.702,0.806,train,train,val,train,train
AngelmanSlide117.png,174.754,153.854,554.316,582.304,265.795,345.958,458.542,342.401,365.051,468.422,307.375,504.998,443.447,501.371,0.809,train,train,train,val,train
AngelmanSlide118.png,147.089,197.597,542.214,650.988,266.139,342.414,447.997,340.095,368.2,443.546,277.376,515.544,437.449,512.739,0.77,train,train,train,train,val
AngelmanSlide119.png,208.552,131.038,662.282,667.426,260.051,329.814,434.949,331.655,291.486,445.132,293.305,523.761,453.158,523.752,0.703,train,val,train,train,train
AngelmanSlide120.png,137.276,114.646,576.381,632.51,262.277,343.592,449.1,337.98,359.782,429.864,270.45,499.083,454.892,493.312,0.768,train,train,train,val,train
AngelmanSlide121.png,157.343,141.884,542.272,589.263,273.608,340.081,448.568,342.165,371.705,397.745,296.845,486.467,440.927,486.776,0.849,train,train,val,train,train
AngelmanSlide122.png,151.969,95.729,571.602,630.635,265.769,337.773,452.227,338.728,358.439,435.264,274.544,495.596,446.703,495.726,0.854,train,train,train,train,val
AngelmanSlide123.png,176.263,168.046,579.412,635.88,268.502,340.276,450.2,342.479,346.206,435.128,273.847,493.731,451.237,496.288,0.815,train,train,val,train,train
AngelmanSlide124.png,109.954,124.521,541.393,668.024,270.981,340.016,456.392,335.648,393.644,451.088,258.066,500.818,458.209,495.136,0.806,train,train,val,train,train
AngelmanSlide125.png,126.442,102.035,548.826,645.734,262.888,340.999,457.327,338.697,376.251,466.529,260.998,509.206,449.609,505.469,0.714,val,train,train,train,train
AngelmanSlide126.png,171.065,125.905,574.616,601.702,270.656,341.404,446.567,342.2,350.412,420.839,295.678,492.082,431.515,492.378,0.824,train,val,train,train,train
AngelmanSlide127.png,163.704,122.462,564.99,637.77,268.424,338.993,449.661,340.893,356.05,435.062,274.223,496.374,449.951,497.067,0.797,train,train,train,val,train
AngelmanSlide128.png,129.877,124.622,517.464,613.155,275.347,346.08,455.452,337.497,393.739,473.072,281.605,511.251,435.1,503.263,0.771,train,train,train,val,train
AngelmanSlide131.png,151.626,111.324,557.781,618.997,259.726,341.883,450.131,336.134,359.37,406.854,273.95,495.431,448.782,488.93,0.815,train,val,train,train,train
AngelmanSlide132.png,190.653,157.309,576.44,648.402,272.49,345.035,442.547,339.273,339.244,398.168,289.323,503.928,432.856,499.624,0.804,train,train,val,train,train
AngelmanSlide133.png,201.768,142.145,613.993,605.833,266.956,344.734,448.386,334.131,320.936,394.874,269.229,492.559,442.825,485.782,0.779,train,train,train,val,train
AngelmanSlide134.png,229.032,97.758,702.775,718.756,280.442,336.766,435.181,337.649,294.997,470.526,323.945,535.742,482.213,533.777,0.765,val,train,train,train,train
AngelmanSlide136.png,140.606,108.121,574.108,704.096,269.358,331.011,461.981,338.535,368.952,368.651,274.217,514.14,448.093,519.625,0.757,train,train,train,train,val
AngelmanSlide137.png,116.061,158.616,549.022,684.164,267.681,343.805,452.087,343.165,380.397,444.519,264.186,517.722,450.873,515.709,0.715,train,val,train,train,train
AngelmanSlide138.png,136.67,129.365,581.089,673.939,263.067,345.744,461.226,342.328,368.22,450.688,265.889,521.947,467.958,518.04,0.764,train,train,train,val,train
AngelmanSlide139.png,159.746,118.432,599.884,715.754,263.403,328.906,446.815,338.074,332.767,457.332,268.388,525.572,439.239,534.07,0.776,train,train,val,train,train
AngelmanSlide140.png,114.935,147.819,538.9,689.17,272.784,336.897,452.518,335.338,387.696,436.056,266.331,515.792,443.882,514.193,0.744,train,train,val,train,train
AngelmanSlide142.png,89.751,157.583,515.447,675.611,274.391,340.591,446.553,336.976,402.817,437.845,271.435,516.298,435.995,512.427,0.772,train,train,train,train,val
AngelmanSlide143.png,191.99,122.633,609.09,675.022,276.928,344.488,448.172,341.038,338.664,422.294,301.651,520.717,442.593,517.657,0.745,val,train,train,train,train
AngelmanSlide145.png,170.933,163.081,566.67,652.338,268.339,345.7,451.535,338.88,357.066,443.162,304.423,531.152,427.303,527.284,0.809,train,train,train,val,train
AngelmanSlide147.png,120.099,163.075,535.383,659.918,270.126,339.183,451.353,338.085,390.778,403.194,297.598,509.629,447.198,505.316,0.716,train,val,train,train,train
AngelmanSlide149.png,125.633,124.858,581.816,647.34,265.862,337.818,465.214,340.62,374.711,432.0,271.79,502.46,461.766,503.797,0.723,train,train,train,train,val
AngelmanSlide150.png,182.887,131.529,596.862,681.258,266.915,338.475,455.446,347.299,338.005,476.254,262.529,499.348,467.411,508.233,0.763,val,train,train,train,train
AngelmanSlide151.png,188.143,85.863,663.441,726.752,332.737,335.058,561.817,344.318,451.591,495.817,309.777,527.223,550.984,537.86,0.843,train,train,val,train,train
AngelmanSlide152.png,87.243,92.195,527.474,714.117,285.697,336.163,458.322,337.005,416.881,440.806,281.512,531.819,444.647,532.786,0.772,train,train,train,train,val
AngelmanSlide153.png,192.219,146.267,568.108,630.111,266.984,338.635,452.047,342.505,347.049,457.386,285.131,517.785,449.66,521.495,0.773,train,val,train,train,train
AngelmanSlide154.png,153.748,151.55,548.927,607.664,272.331,341.555,449.568,340.85,369.463,422.22,295.099,498.384,434.579,497.058,0.734,train,train,val,train,train
AngelmanSlide156.png,192.656,153.425,549.882,652.52,271.317,341.237,443.234,344.576,347.926,434.779,268.379,496.663,451.667,499.548,0.899,train,train,train,train,val
AngelmanSlide157.png,174.339,164.634,559.328,608.646,269.41,340.27,459.374,339.57,363.738,452.498,275.767,485.878,455.677,486.42,0.777,train,train,train,val,train
AngelmanSlide158.png,65.485,110.616,555.635,739.296,269.524,336.683,489.438,355.136,433.923,427.685,276.203,545.948,481.604,558.75,0.831,train,train,val,train,train
AngelmanSlide159.png,157.056,169.446,574.846,699.691,267.854,340.266,454.755,341.703,357.433,478.797,265.18,513.685,458.312,513.793,0.732,val,train,train,train,train
AngelmanSlide160.png,143.129,148.123,548.029,640.38,269.894,341.621,457.04,342.855,375.347,452.541,275.59,511.553,444.655,512.622,0.758,train,val,train,train,train
AngelmanSlide161.png,109.676,90.385,679.699,683.293,284.662,475.194,453.339,300.831,466.27,479.435,448.128,598.539,601.606,448.012,0.821,train,train,train,val,train
AngelmanSlide162.png,116.319,112.743,558.529,633.099,263.333,343.594,453.142,342.778,376.121,429.238,275.994,501.128,445.87,498.897,0.731,val,train,train,train,train
AngelmanSlide163.png,193.962,127.843,621.706,636.15,260.937,340.822,443.511,330.46,307.274,386.022,258.953,492.599,444.737,485.827,0.713,train,train,train,train,val
AngelmanSlide164.png,158.929,144.634,585.248,574.821,256.671,341.424,458.61,347.887,350.037,456.6,285.51,478.221,453.414,483.574,0.79,train,train,val,train,train
AngelmanSlide165.png,125.363,202.523,496.992,652.595,298.61,389.55,454.289,391.802,413.016,474.426,299.027,531.245,434.491,531.179,0.755,train,train,train,val,train
AngelmanSlide166.png,211.5,118.321,612.821,677.824,265.694,337.584,442.606,330.578,311.522,427.225,277.867,531.997,433.741,528.622,0.825,train,train,train,train,val
AngelmanSlide167.png,125.142,124.018,514.734,617.641,273.584,342.536,447.965,337.72,390.639,428.908,275.427,487.665,440.152,481.614,0.828,val,train,train,train,train
AngelmanSlide168.png,203.548,99.216,629.696,605.806,264.482,336.656,442.681,337.348,315.987,422.664,278.544,493.589,441.314,495.062,0.733,train,train,val,train,train
AngelmanSlide169.png,116.635,121.617,560.134,631.282,265.34,339.388,449.798,343.902,373.648,405.275,295.793,516.621,428.452,519.108,0.716,train,val,train,train,train
AngelmanSlide170.png,139.054,91.06,613.358,700.571,242.697,364.176,455.783,342.496,335.974,424.382,269.016,547.683,449.995,530.344,0.808,train,train,train,train,val
AngelmanSlide171.png,147.324,121.08,576.258,604.297,265.79,340.945,448.742,338.687,357.005,428.129,294.152,516.021,428.567,513.108,0.766,val,train,train,train,train
AngelmanSlide174.png,182.806,112.72,600.76,598.84,262.718,332.436,452.469,341.195,340.802,447.942,288.193,493.176,443.436,501.039,0.709,train,val,train,train,train
AngelmanSlide175.png,187.089,167.214,633.434,644.259,267.607,328.994,454.213,340.527,324.857,452.725,287.76,497.537,446.577,508.226,0.736,train,train,train,val,train
AngelmanSlide176.png,155.143,139.434,555.218,690.079,270.907,338.428,454.934,335.742,369.137,439.444,285.466,533.443,443.931,531.513,0.834,train,train,train,val,train
AngelmanSlide177.png,142.727,117.036,560.438,631.955,269.633,344.56,456.591,344.394,370.162,462.238,275.113,503.653,447.526,503.063,0.751,train,train,val,train,train
AngelmanSlide178.png,173.288,110.919,588.585,611.712,263.035,338.458,457.883,345.712,346.963,462.244,269.555,488.634,458.262,495.148,0.731,train,train,val,train,train
AngelmanSlide179.png,193.953,185.091,585.546,636.988,272.049,334.669,446.19,344.964,335.775,458.793,279.632,488.214,446.541,498.993,0.82,train,train,train,train,val
AngelmanSlide180.png,187.78,155.623,563.622,600.516,266.423,340.983,452.833,342.682,350.894,457.866,283.154,486.226,450.116,487.862,0.764,val,train,train,train,train
AngelmanSlide181.png,166.324,161.981,556.284,635.876,269.056,336.564,452.128,340.086,359.743,373.425,275.054,504.499,446.214,507.204,0.861,train,val,train,train,train
AngelmanSlide182.png,171.591,152.008,586.612,636.58,267.095,343.913,451.327,346.598,346.119,434.169,295.034,524.042,423.994,526.908,0.761,train,train,val,train,train
AngelmanSlide183.png,137.782,217.573,535.47,681.443,266.882,418.871,411.579,343.3,407.193,426.745,346.153,559.232,484.287,495.846,0.771,train,train,train,val,train
AngelmanSlide184.png,212.708,116.567,627.753,715.882,271.388,339.62,436.039,327.303,304.553,420.094,287.909,538.673,444.6,528.43,0.676,train,train,train,train,val
AngelmanSlide186.png,164.069,156.707,567.176,714.418,269.719,338.036,452.971,336.41,359.389,438.16,276.429,519.613,455.581,516.38,0.777,train,train,val,train,train
AngelmanSlide187.png,56.995,140.771,687.262,871.813,321.263,327.7,545.085,487.853,365.35,455.879,166.304,534.553,383.647,676.566,0.852,train,train,val,train,train
AngelmanSlide188.png,102.501,47.199,606.783,689.279,283.546,337.652,506.98,337.436,410.023,473.995,278.71,532.18,475.434,532.724,0.844,val,train,train,train,train
AngelmanSlide189.png,155.711,180.3,536.525,623.727,267.469,333.053,449.418,336.495,363.852,453.317,289.44,517.968,419.543,519.735,0.809,train,val,train,train,train
AngelmanSlide191.png,167.587,157.749,560.758,682.897,301.748,342.896,480.044,354.366,402.115,438.34,289.802,514.783,459.762,523.744,0.692,train,train,train,val,train
AngelmanSlide192.png,146.192,147.933,538.357,595.924,272.403,335.992,448.577,343.935,380.862,372.482,288.319,479.577,452.068,484.604,0.785,val,train,train,train,train
AngelmanSlide193.png,182.076,110.764,558.023,628.785,264.612,337.859,453.914,341.461,350.895,458.582,278.233,510.282,451.127,512.452,0.777,train,train,val,train,train
AngelmanSlide194.png,116.415,130.947,524.457,660.565,269.669,341.385,448.76,341.127,383.908,442.058,262.553,505.115,435.481,504.293,0.807,train,train,train,train,val
AngelmanSlide195.png,92.177,76.568,533.54,681.171,271.7,348.099,469.45,331.042,409.467,474.045,260.091,527.419,454.719,513.736,0.799,val,train,train,train,train
AngelmanSlide196.png,142.457,152.315,528.253,664.802,270.288,340.915,446.882,343.107,378.22,399.944,286.748,519.287,439.273,520.482,0.839,train,val,train,train,train
AngelmanSlide197.png,170.266,153.565,545.901,661.971,276.599,345.647,448.752,342.939,366.079,446.215,269.202,490.417,448.519,489.336,0.877,train,train,val,train,train
AngelmanSlide198.png,157.545,125.958,544.28,667.827,269.101,339.026,448.073,338.218,364.122,427.335,277.476,508.065,437.621,507.107,0.869,train,train,train,val,train
AngelmanSlide199.png,167.097,119.846,621.162,692.745,259.595,339.306,464.619,338.464,338.484,439.907,269.41,528.013,458.024,527.686,0.752,train,train,train,train,val
AngelmanSlide200.png,172.207,142.88,563.319,681.822,271.501,339.905,449.536,343.202,354.563,447.535,274.548,515.114,448.163,518.068,0.813,train,val,train,train,train
AngelmanSlide201.png,169.309,126.862,587.174,686.276,269.663,346.988,452.42,345.909,350.512,466.996,277.747,518.879,456.617,517.586,0.807,train,train,val,train,train
AngelmanSlide202.png,183.373,136.013,595.387,675.84,264.8,334.242,451.372,344.628,329.905,447.207,261.427,499.508,452.4,510.024,0.811,val,train,train,train,train
AngelmanSlide203.png,164.293,164.874,568.001,730.294,266.738,335.056,452.1,337.602,353.123,443.524,278.688,545.218,442.29,546.294,0.738,train,train,train,train,val
AngelmanSlide204.png,149.789,135.846,560.012,727.574,264.344,338.159,449.353,335.929,360.805,470.971,258.627,530.624,460.222,527.255,0.795,train,train,train,val,train
AngelmanSlide205.png,203.931,198.848,582.766,662.548,272.652,328.942,447.348,341.488,334.185,459.133,275.126,491.269,459.841,502.603,0.807,val,train,train,train,train
AngelmanSlide206.png,168.257,101.635,587.652,667.849,266.958,334.093,448.137,338.549,342.393,418.929,275.939,505.624,440.361,509.811,0.75,train,train,train,val,train
AngelmanSlide207.png,161.936,132.881,564.633,650.332,267.569,339.208,448.459,343.403,356.324,455.704,269.364,495.283,454.819,496.444,0.78,train,train,val,train,train
AngelmanSlide208.png,185.236,151.197,582.829,657.612,266.658,333.191,449.282,333.923,342.676,459.041,290.605,536.582,423.394,538.309,0.756,train,val,train,train,train
AngelmanSlide209.png,138.379,160.324,566.674,652.566,268.81,339.891,457.452,342.03,367.666,446.075,276.417,510.775,439.433,513.796,0.758,train,train,train,train,val
AngelmanSlide210.png,160.372,157.05,538.65,638.446,269.788,342.772,448.31,338.973,365.638,462.467,265.657,499.752,445.637,498.884,0.834,val,train,train,train,train
AngelmanSlide211.png,119.522,148.847,548.192,654.041,268.68,333.231,448.723,333.477,376.903,406.68,297.843,517.534,428.231,517.718,0.732,train,train,train,train,val
AngelmanSlide213.png,171.624,153.205,547.293,682.734,269.878,337.933,449.486,337.484,362.18,434.702,285.163,530.526,442.892,529.118,0.837,train,val,train,train,train
AngelmanSlide214.png,173.042,231.842,526.118,640.62,308.622,373.361,457.37,396.826,388.048,473.932,303.148,530.262,404.704,549.029,0.751,train,train,train,train,val
AngelmanSlide215.png,132.355,93.51,630.179,701.21,306.317,354.376,519.851,395.961,399.507,517.62,271.66,537.577,449.792,574.303,0.791,train,train,train,train,val
AngelmanSlide216.png,145.726,107.079,542.307,616.267,270.275,337.291,448.426,334.272,369.709,424.673,302.135,516.335,417.549,512.702,0.787,train,train,train,val,train
AngelmanSlide217.png,72.413,156.461,518.959,658.285,269.969,330.065,448.632,347.429,420.583,386.086,297.642,519.347,452.882,532.2,0.723,train,train,val,train,train
AngelmanSlide218.png,138.324,141.241,545.05,678.338,270.463,333.076,453.546,333.563,375.088,429.14,286.992,538.915,428.526,539.479,0.744,train,val,train,train,train
AngelmanSlide219.png,115.026,145.727,540.459,717.475,270.654,327.319,468.033,335.984,399.156,419.862,275.963,541.382,454.768,546.729,0.717,train,val,train,train,train
AngelmanSlide220.png,175.858,123.418,599.201,655.043,268.818,345.373,456.583,333.572,348.156,406.381,293.471,530.38,432.535,521.587,0.714,train,train,val,train,train
AngelmanSlide221.png,106.911,103.006,546.96,632.367,264.327,329.9,457.397,338.017,381.669,402.924,289.409,510.821,431.9,516.62,0.72,val,train,train,train,train
AngelmanSlide222.png,184.967,132.589,598.301,654.385,270.937,336.766,455.144,341.87,344.599,437.342,293.618,522.059,431.804,526.911,0.736,val,train,train,train,train
AngelmanSlide223.png,158.246,156.183,618.991,718.757,395.101,348.106,550.221,426.778,484.194,486.501,316.501,529.093,453.772,597.738,0.722,val,train,train,train,train
AngelmanSlide224.png,158.418,186.728,564.971,670.324,260.193,334.062,452.901,333.308,353.653,398.92,268.159,500.053,450.893,498.72,0.784,train,val,train,train,train
AngelmanSlide225.png,162.903,140.429,544.747,630.402,272.469,340.278,449.909,340.773,365.3,445.131,291.051,516.336,425.749,517.337,0.825,train,train,train,train,val
AngelmanSlide226.png,170.767,119.271,586.955,622.503,265.903,342.964,452.153,346.259,345.036,451.246,281.408,514.403,438.001,517.601,0.75,val,train,train,train,train
AngelmanSlide227.png,171.143,117.892,566.065,606.325,271.689,340.591,448.232,335.928,357.796,411.2,276.985,497.769,446.587,493.564,0.842,train,train,train,val,train
AngelmanSlide228.png,171.207,155.13,553.865,615.496,270.671,339.48,447.078,339.892,356.74,416.683,290.752,506.041,429.2,506.472,0.768,train,train,val,train,train
AngelmanSlide229.png,203.767,109.334,629.186,667.607,267.776,347.029,456.645,330.756,316.737,397.772,271.412,540.322,411.052,528.835,0.693,train,val,train,train,train
AngelmanSlide230.png,178.084,94.388,640.854,640.502,266.759,331.148,471.184,322.551,329.819,361.103,264.244,498.88,434.871,495.593,0.714,val,train,train,train,train
AngelmanSlide231.png,164.457,71.711,568.419,631.048,262.011,345.563,461.211,337.611,361.577,421.369,303.188,527.114,426.297,520.879,0.789,val,train,train,train,train
AngelmanSlide232.png,138.672,119.475,541.35,646.838,277.474,341.915,452.877,346.454,379.934,408.909,287.112,505.492,434.754,508.54,0.736,train,train,train,train,val
AngelmanSlide233.png,182.008,111.82,579.01,609.894,264.772,340.573,455.141,336.255,344.525,377.702,274.189,492.142,444.694,489.773,0.774,train,train,train,val,train
AngelmanSlide234.png,118.64,149.942,520.6,600.846,270.664,341.891,455.231,343.808,392.351,421.318,296.808,502.518,438.615,501.795,0.768,train,val,train,train,train
AngelmanSlide235.png,149.023,111.849,562.744,637.371,268.523,340.646,451.1,342.999,361.674,419.414,288.28,513.31,432.919,514.213,0.746,train,train,val,train,train
AngelmanSlide236.png,130.082,56.546,650.732,632.672,263.113,335.63,493.095,340.215,369.709,409.928,285.26,507.988,470.588,511.645,0.756,train,train,train,val,train
AngelmanSlide237.png,168.886,129.107,587.615,690.38,269.325,339.22,444.229,340.197,341.167,448.489,279.023,517.304,445.537,518.56,0.827,train,train,train,val,train
AngelmanSlide238.png,196.813,97.06,630.848,644.229,266.825,333.131,446.171,336.456,320.612,452.731,297.65,534.002,427.038,536.878,0.738,train,train,train,val,train
AngelmanSlide239.png,148.977,113.825,554.12,602.158,264.772,341.395,448.055,339.533,361.421,422.837,300.238,508.702,422.326,505.93,0.803,train,train,train,train,val
AngelmanSlide240.png,172.504,151.496,534.513,600.921,269.679,346.524,447.424,339.974,365.137,461.592,293.023,505.91,433.743,499.644,0.758,val,train,train,train,train
AngelmanSlide241.png,188.604,110.414,575.015,634.026,266.196,335.885,453.645,333.101,345.826,438.441,290.227,522.906,425.804,521.868,0.725,train,val,train,train,train
AngelmanSlide242.png,207.726,129.973,671.352,719.425,256.699,336.287,442.676,330.426,291.113,444.939,279.639,539.596,449.975,534.842,0.746,train,train,val,train,train
AngelmanSlide243.png,136.446,130.431,513.764,643.677,275.538,337.413,451.637,340.047,389.649,433.455,296.307,515.459,436.888,515.066,0.773,train,train,train,train,val
AngelmanSlide244.png,156.748,125.777,552.682,636.071,269.932,338.873,453.331,342.089,363.879,435.37,269.098,504.422,439.52,506.895,0.783,train,train,train,val,train
AngelmanSlide245.png,152.505,188.589,530.63,634.994,273.146,376.459,448.304,332.582,400.42,470.375,335.088,549.826,464.364,512.065,0.735,val,train,train,train,train
AngelmanSlide246.png,185.411,103.04,586.12,620.389,268.108,339.485,451.877,341.929,345.535,443.079,282.341,491.655,457.025,494.074,0.807,train,val,train,train,train
AngelmanSlide247.png,203.711,89.439,597.727,642.578,268.959,337.099,447.275,343.203,331.598,455.231,289.176,504.296,448.583,510.179,0.825,train,train,val,train,train
AngelmanSlide248.png,189.584,140.328,589.995,615.284,271.073,343.25,454.155,350.603,350.204,470.411,291.044,503.05,451.251,509.541,0.69,train,train,train,val,train
AngelmanSlide249.png,191.763,214.283,571.188,635.426,264.238,342.001,440.516,336.558,337.386,451.029,286.952,505.424,441.905,501.152,0.789,train,train,train,train,val
AngelmanSlide250.png,182.724,121.551,538.25,632.98,265.611,341.206,448.557,341.624,356.031,417.225,266.876,493.194,449.533,492.478,0.783,train,train,val,train,train
AngelmanSlide251.png,166.059,94.673,555.892,635.824,265.659,343.169,448.768,340.365,356.994,453.299,267.333,491.962,451.421,488.601,0.865,val,train,train,train,train
AngelmanSlide252.png,129.012,130.132,606.345,672.392,290.183,331.642,501.342,376.015,388.346,461.265,262.458,510.425,447.496,549.213,0.71,train,train,train,train,val
AngelmanSlide253.png,159.961,171.594,556.941,630.082,267.772,339.589,450.004,340.962,361.032,420.879,296.75,517.182,431.655,517.804,0.805,train,val,train,train,train
AngelmanSlide254.png,220.145,83.82,636.137,645.925,274.403,338.575,439.246,333.64,306.501,440.409,287.936,541.618,399.482,539.046,0.686,train,train,train,val,train
AngelmanSlide255.png,110.276,138.034,516.708,645.851,273.884,335.935,451.283,340.083,392.749,438.419,296.419,525.452,425.246,527.677,0.763,val,train,train,train,train
AngelmanSlide256.png,177.978,92.315,567.892,676.795,275.375,338.515,446.516,339.047,351.887,436.45,276.173,507.004,450.197,507.882,0.784,train,val,train,train,train
AngelmanSlide257.png,157.541,137.065,530.297,672.233,269.212,336.625,455.083,333.898,376.381,454.485,287.214,534.436,442.488,530.094,0.778,train,train,train,val,train
AngelmanSlide258.png,183.52,146.379,563.124,655.748,269.799,344.404,454.813,344.003,355.331,465.633,268.454,498.441,460.84,498.512,0.809,train,train,val,train,train
AngelmanSlide259.png,146.225,128.283,537.915,658.682,271.089,339.659,454.182,338.918,375.096,445.734,268.456,508.622,442.168,509.068,0.773,train,val,train,train,train
AngelmanSlide260.png,108.963,153.045,565.566,674.817,265.959,341.328,472.265,339.977,388.283,461.63,262.859,514.39,455.636,513.162,0.679,train,val,train,train,train
AngelmanSlide261.png,145.166,121.047,581.263,677.828,281.113,340.606,486.384,359.032,383.318,466.709,271.633,526.105,447.985,543.312,0.77,train,train,train,train,val
AngelmanSlide262.png,127.948,163.765,535.117,656.995,274.008,340.508,454.973,339.365,389.319,427.163,273.563,509.552,449.39,506.033,0.766,val,train,train,train,train
AngelmanSlide263.png,191.319,112.227,665.546,722.278,265.493,323.637,453.661,333.092,305.596,449.972,269.328,527.278,445.905,536.658,0.805,train,train,val,train,train
AngelmanSlide264.png,174.105,156.728,549.171,650.909,272.641,341.63,448.599,340.512,359.238,422.033,288.477,505.247,430.585,504.086,0.799,train,train,train,val,train
AngelmanSlide265.png,198.052,123.32,566.163,624.046,276.069,334.771,447.921,337.482,344.517,435.421,291.062,505.699,431.446,509.692,0.754,val,train,train,train,train
AngelmanSlide266.png,169.538,132.893,527.805,638.282,276.94,342.063,447.368,342.807,371.123,409.35,301.799,514.714,425.014,514.158,0.803,val,train,train,train,train
AngelmanSlide267.png,167.492,118.152,588.998,624.977,265.564,339.285,458.233,339.328,349.533,433.51,287.139,512.536,431.93,514.228,0.732,train,val,train,train,train
AngelmanSlide268.png,210.821,152.836,574.909,655.071,271.755,337.223,442.309,336.388,333.47,434.537,294.967,515.755,435.208,515.341,0.849,train,val,train,train,train
AngelmanSlide269.png,181.146,123.798,569.568,621.067,269.254,343.097,452.373,339.641,352.558,442.863,289.08,510.674,436.264,508.587,0.74,train,train,train,val,train
AngelmanSlide270.png,112.116,138.133,532.923,648.068,291.459,341.312,479.545,341.622,422.81,451.279,312.864,530.709,452.21,529.989,0.698,train,train,train,train,val
AngelmanSlide271.png,186.623,96.342,584.689,610.456,267.238,337.55,447.318,339.335,344.179,453.882,293.797,518.623,424.145,521.311,0.774,val,train,train,train,train
AngelmanSlide272.png,189.854,155.742,533.407,607.507,273.105,344.584,447.129,343.867,362.263,458.204,287.657,494.708,446.251,492.315,0.805,train,train,val,train,train
AngelmanSlide273.png,128.391,115.015,537.343,610.913,270.261,339.226,450.455,344.177,377.878,413.657,296.251,507.933,433.719,510.914,0.795,train,train,train,train,val
AngelmanSlide274.png,174.19,140.19,581.757,626.541,267.633,341.554,450.936,340.337,345.455,384.371,289.637,508.608,430.13,508.279,0.715,val,train,train,train,train
AngelmanSlide276.png,178.409,187.908,538.581,621.797,273.515,343.181,448.804,341.039,367.295,435.203,277.399,485.107,452.136,482.634,0.886,train,train,train,train,val
AngelmanSlide277.png,168.54,211.887,533.435,661.489,272.595,345.41,444.488,342.571,362.957,447.759,274.796,503.884,433.002,502.385,0.818,train,train,val,train,train
AngelmanSlide278.png,161.251,103.762,555.241,592.05,267.943,344.93,457.58,341.829,369.709,457.772,277.4,483.017,454.168,479.03,0.782,train,train,val,train,train
AngelmanSlide279.png,173.138,168.837,564.082,634.81,267.486,343.363,443.752,337.951,348.828,395.361,290.199,513.903,423.513,510.599,0.835,train,train,train,val,train
AngelmanSlide280.png,168.321,154.538,518.345,653.974,272.707,338.746,448.398,338.961,372.53,428.751,264.636,499.804,448.987,500.349,0.858,train,val,train,train,train
AngelmanSlide281.png,133.334,218.207,516.582,645.044,279.827,334.625,461.225,333.771,401.645,428.762,286.19,521.733,447.259,518.405,0.716,val,train,train,train,train
AngelmanSlide282.png,168.758,143.443,560.985,618.02,267.772,342.068,450.901,339.842,356.326,423.682,282.978,494.238,438.599,492.694,0.758,val,train,train,train,train
AngelmanSlide283.png,145.931,138.596,550.601,644.6,268.896,335.785,454.343,335.448,369.229,445.589,286.041,523.06,428.342,523.348,0.777,train,train,val,train,train
AngelmanSlide284.png,170.616,163.72,546.935,641.341,270.613,342.567,454.749,340.327,367.41,449.022,273.553,499.987,453.167,498.679,0.804,train,val,train,train,train
AngelmanSlide285.png,126.515,134.919,530.717,709.249,270.495,337.057,455.668,337.479,385.897,465.568,268.826,529.748,438.79,529.247,0.742,train,train,val,train,train
AngelmanSlide286.png,161.836,117.095,544.903,643.223,266.707,340.099,455.362,337.405,367.398,441.265,278.428,508.171,440.539,506.204,0.752,train,train,train,val,train
